@relation modGroup

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute class {0,1,2}

@data
0.452041,0.507583,0.183096,0.167171,2
0.872298,0.837295,0.564668,0.889546,1
0.558059,0.183436,0.166408,0.53618,0
0.20262,0.854793,0.240223,0.542193,2
0.867679,0.868301,0.128623,0.447689,1
0.794399,0.425382,0.537939,0.150229,0
0.134674,0.485472,0.842691,0.546344,1
0.511075,0.899491,0.888246,0.819655,0
0.548493,0.203936,0.835145,0.206726,1
0.893937,0.147683,0.102847,0.803895,2
0.884444,0.23338,0.491961,0.124995,1
0.824837,0.871852,0.622688,0.906543,1
0.177219,0.942997,0.525846,0.778547,2
0.176618,0.932804,0.796244,0.544117,2
0.123743,0.612765,0.904876,0.458579,1
0.448584,0.491125,0.188832,0.254601,0
0.895216,0.923282,0.123499,0.315011,1
0.138049,0.199322,0.207324,0.519161,0
0.905736,0.887986,0.545928,0.857928,0
0.433872,0.460259,0.405819,0.934901,2
0.185347,0.448339,0.510536,0.848735,1
0.755705,0.842863,0.961703,0.542176,1
0.534898,0.443734,0.318814,0.824325,2
0.816433,0.21557,0.223547,0.475223,1
0.520323,0.167878,0.389781,0.558844,1
0.106966,0.079373,0.128031,0.255209,0
0.85193,0.208983,0.163479,0.516118,2
0.116914,0.837849,1,0.412683,2
0.536129,0.196262,0.199337,0.507915,1
0.207464,0.822605,0.203969,0.817639,2
0.549711,0.666667,0.455434,0.411649,2
0.443162,0.476233,0.124041,0.133226,2
0.873866,0.532894,0.521049,0.145446,1
0.17255,0.722104,0.793601,0.44741,2
0.552786,0.525802,0.481862,0.528068,2
0.105968,0.139452,0.503181,0.102357,0
0.206833,0.868776,0.859242,0.540425,2
0.49064,0.22356,0.840797,0.890826,1
0.230415,0.153806,0.440699,0.954531,0
0.557511,0.870833,0.218653,0.804197,0
0.107477,0.465176,0.482361,0.225319,1
0.433325,0.106986,0.852473,0.493582,1
0.547842,0.24245,0.148689,0.450222,1
0.495114,0.033206,0.229301,0.543481,2
0.836033,0.148418,0.551972,0.788666,2
0.27902,0.14965,0.203004,0.511739,0
0.646693,0.120968,0.922237,0.361548,1
0.717901,0.390048,0.54433,0.781168,0
0.225846,0.160363,0.63641,0.501281,0
0.876485,0.811819,0.131258,0.120489,1
0.818972,0.824231,0.560303,0.877413,1
0.517749,0.41775,0.465253,0.91211,2
0.906096,0.853552,0.469173,0.505618,1
0.160621,0.197434,0.760454,0.828828,0
0.467716,0.838821,0.733543,0.831019,0
0.068359,0.548465,0.86719,0.425364,1
0.085319,0.472567,0.859919,0.259063,0
0.776053,0.140155,0.14031,0.832195,2
0.248996,0.717159,0.932141,0.838564,2
0.77553,0.598259,0.038178,0.588264,0
0.545117,0.418485,0.494276,0.778167,2
0.169427,0.123295,0.202891,0.803614,0
0.103415,0.849445,0.824972,0.039142,2
0.819393,0.812547,0.528793,0.834188,0
0.858368,0.398217,0.519453,0.830123,0
0.271254,0.514919,0.904648,0.117531,1
0.78466,0.517389,0.130958,0.527219,0
0.721895,0.46005,0.127447,0.787686,0
0.875723,0.263486,0.802389,0.433621,2
0.092557,0.777265,0.092922,0.725629,2
0.135276,0.890337,0.838445,0.121063,2
0.408891,0.569323,0.461166,0.860971,2
0.803135,0.801484,0.799703,0.168926,1
0.201039,0.559498,0.907539,0.460357,1
0.487117,0.495959,0.963575,0.855999,2
0.566597,0.821236,0.851424,0.119861,0
0.169866,0.479562,0.499513,0.853738,1
0.496866,0.198122,0.877063,0.13943,1
0.566421,0.168625,0.57336,0.750912,1
0.58782,0.262897,0.376905,1,1
0.164799,0.08337,0.940016,0.509883,0
0.213298,0.231367,0.244534,0.166871,0
0.200661,0.821506,0.915367,0.878111,2
0.577019,0.035705,0.766939,0.785804,1
0.463887,0.585931,0.834326,0.197982,1
0.515612,0.046743,0.185723,0.182624,1
0.924796,0.408219,0.167334,0.785192,0
0.789359,0.529498,0.053597,0.489009,0
0.806769,0.111175,0.472274,0.823964,2
0.869775,0.737477,0.166108,0.803471,1
0.232236,0.286152,0.475676,0.519292,0
0.725622,0.12387,0.126667,0.878865,2
0.565432,0.565712,0.176915,0.891942,2
0.465861,0.82212,0.173639,0.885832,0
0.510659,0.779927,0.87131,0.790416,0
0.205482,0.521197,0.147331,0.809477,1
0.462647,0.187117,0.238085,0.802322,1
0.790749,0.89161,0.800897,0.494265,1
0.852813,0.192115,0.384553,0.855489,2
0.183428,0.257639,0.431293,0.897918,0
0.542345,0.058327,0.44812,0.843456,1
0.887329,0.495103,0.233206,0.201439,0
0.81364,0.567648,0.159841,0.533005,0
0.497025,0.447545,0.962144,0.850592,2
0.609687,0.892533,0.093179,0.445028,0
0.876219,0.90953,0.841492,0.747268,1
0.832161,0.171432,0.473818,0.902925,2
0.183795,0.491908,0.474187,0.494824,1
0.862368,0.160536,0.056883,0.230977,2
0.450426,0.795453,0.52559,0.531147,0
0.555405,0.577804,0.835067,0.151849,2
0.815774,0.5239,0.880202,0.737306,0
0.890445,0.428606,0.872654,0.510275,0
0.44198,0.198956,0.274525,0.904685,1
0.885667,0.50878,0.858095,0.441164,0
0.888343,0.759106,0.174454,0.440188,1
0.76497,0.793302,0.206947,0.526581,1
0.479784,0.573454,0.771382,0.525396,2
0.176398,0.174163,0.112659,0.517532,0
0.879135,0.445895,0.523214,0.804529,0
0.478485,0.464775,0.432154,0.861392,2
0.224655,0.852854,0.208061,0.765647,2
0.458499,0.515722,0.879255,0.178454,2
0.220713,0.168443,0.823536,0.491482,0
0.829693,0.510607,0.134164,0.793435,0
0.183674,0.887862,0.864794,0.846692,1
0.484863,0.181907,0.816419,0.16612,1
0.422843,0.571309,0.454491,0.135809,2
0.17069,0.141998,0.853488,0.816212,0
0.811536,0.833415,0.872355,0.761627,1
0.589073,0.16513,0.422155,0.538652,1
0.553538,0.162919,0.191593,0.440209,1
0.824786,0.147638,0.461725,0.17489,2
0.560448,0.905315,0.152561,0.813856,0
0.407502,0.174413,0.449489,0.133046,1
0.132575,0.887623,0.20011,0.193517,2
0.511922,0.91113,0.112031,0.541167,0
0.50595,0.912373,0.406016,0.593645,0
0.122884,0.481829,0.206391,0.823076,2
0.897105,0.740126,0.573503,0.502536,1
0.576521,0.175601,0.096696,0.860451,1
0.530392,0.200081,0.136709,0.091202,2
0.789589,0.851516,0.244861,0.428507,1
0.766491,0.720883,0.515673,0.468193,1
0.415102,0.186473,0.498256,0.510081,2
0.162,0.496267,0.728722,0.873849,1
0.171179,0.149428,0.523535,0.177383,0
0.499988,0.546311,0.779969,0.515845,2
0.605105,0.195747,0.446721,0.541491,0
0.461453,0.403317,0.737506,0.851578,2
0.101218,0.145027,0.81225,0.875959,0
0.941243,0.896179,0.834957,0.851877,1
0.873162,0.811604,0.865216,0.258548,1
0.81758,0.143194,0.908262,0.746336,2
0.885906,0.918611,0.827687,0.573737,1
0.206095,0.170686,0.215331,0.487818,0
0.179872,0.459427,0.161676,0.213046,1
0.170486,0.139086,0.246526,0.239772,0
0.938852,0.806146,0.447442,0.437417,0
0.628351,0.473488,0.156905,0.452622,2
0.839616,0.151181,0.533408,0.194202,2
0.15385,0.156247,0.149226,0.794615,0
0.40212,0.815123,0.147761,0.123801,0
0.145401,0.572844,0.837471,0.901499,1
0.432915,0.799595,0.068454,0.187036,0
0.170008,0.358998,0.497373,0.543268,1
0.565967,0.14363,0.461848,0.077835,1
0.761506,0.490155,0.809092,0.573746,0
0.81708,0.627462,0.491074,0.574093,0
0.866335,0.44095,0.832979,0.855239,0
0.812006,0.848262,0.513549,0.325504,1
0.283094,0.621278,0.819898,0.196437,1
0.769837,0.196511,0.79647,0.26469,2
0.42473,0.769102,0.170024,0.454516,0
0.478321,0.882258,0.8114,0.54152,0
0.778995,0.251655,0.543532,0.504095,2
0.848772,0.714832,0.459619,0.521658,1
0.52938,0.170381,0.531844,0.551293,1
0.522886,0.107025,0.609641,0.858723,1
0.90682,0.21419,0.217785,0.216832,2
0.848867,0.177941,0.475735,0.124305,2
0.448782,0.152718,0.868409,0.216696,2
0.864486,0.837332,0.890936,0.819978,1
0.102821,0.83832,0.16356,0.516118,1
0.222874,0.840356,0.562651,0.780751,2
0.488164,0.508333,0.538571,0.857525,1
0.550857,0.114103,0.512719,0.489407,1
0.883708,0.797242,0.19852,0.566535,1
0.836769,0.504596,0.513706,0.446664,0
0.167679,0.27,0.403201,0.109269,0
0.796668,0.502012,0.155522,0.768754,0
0.13045,0.863421,0.871904,0.430619,2
0.154359,0.486362,0.87664,0.151221,2
0.808514,0.804303,0.494486,0.22863,1
0.790331,0.534305,0.490162,0.853049,0
0.171883,0.840838,0.855188,0.858722,2
0.566827,0.124629,0.119959,0.098029,1
0.769622,0.507764,0.578655,0.827138,0
0.860971,0.099599,0.15445,0.471457,2
0.520369,0.839276,0.792728,0.103729,0
0.194525,0.528707,0.101275,0.837297,1
0.831321,0.494193,0.85841,0.875556,0
0.52559,0.136091,0.831985,0.469777,1
0.266807,0.515057,0.818714,0.801787,1
0.109915,0.740374,0.536114,0.245283,1
0.14832,0.217118,0.18513,0.149917,0
0.524588,0.541559,0.930287,0.094504,2
0.478929,0.909613,0.859677,0.145853,1
0.18946,0.893892,0.508546,0.891994,2
0.16789,0.824628,0.825816,0.236092,2
0.796862,0.206808,0.527494,0.840274,2
0.533878,0.90173,0.531443,0.505258,0
0.218328,0.4661,0.829995,0.930287,1
0.523121,0.420871,0.506977,0.2296,2
0.192104,0.77855,0.146833,0.138444,0
0.850154,0.845794,0.174315,0.753646,1
0.80154,0.210537,0.533502,0.101111,2
0.088992,0.174194,0.887637,0.836389,0
0.828869,0.498081,0.589274,0.184422,0
0.176284,0.500321,0.53633,0.840237,1
0.431578,0.11938,0.8679,0.954914,1
0.175208,0.544091,0.839644,0.196213,1
0.812846,0.586946,0.538528,0.843343,0
0.481805,0.78448,0.177456,0.47213,0
0.219397,0.252247,0.436374,0.518231,0
0.648241,0.953813,0.289741,0.213902,0
0.470011,0.799095,0.539841,0.465019,0
0.186172,0.132111,0.203587,0.127013,0
0.794205,0.906256,0.773315,0.499755,1
0.427306,0.895337,0.088644,0.561951,0
0.74296,0.559499,0.13108,0.627618,0
0.862389,0.698716,0.888338,0.162,1
0.417871,0.511173,0.131001,0.121201,2
0.856941,0.831423,0.283825,0.847749,1
0.834209,0.700552,0.861534,0.839716,1
0.897281,0.124393,0.496208,0.542321,2
0.842712,0.858385,0.439351,0.83416,1
0.473866,0.095647,0.192385,0.738678,1
0.217229,0.956221,0.139454,0.498509,2
0.526014,0.836072,0.159101,0.611653,0
0.879993,0.503521,0.444764,0.241936,0
0.513647,0.200931,0.808625,0.801171,1
0.906694,0.508911,0.154444,0.730134,0
0.888517,0.205926,0.585339,0.822795,2
0.13906,0.43009,0.070851,0.893099,1
0.161025,0.552031,0.475564,0.835412,1
0.927592,0.186106,0.163033,0.179942,2
0.766185,0.818001,0.493719,0.527869,1
0.445857,0.139263,0.145165,0.74469,1
0.198893,0.518694,0.14792,0.903619,1
0.877487,0.447723,0.802761,0.793256,0
0.50041,0.496231,0.864182,0.163123,2
0.847916,0.103453,0.179887,0.815344,2
0.528067,0.555398,0.458239,0.226529,2
0.721892,0.154007,0.806717,0.854785,0
0.659455,0.918805,0.99418,0.539569,0
0.470311,0.193271,0.119178,0.191118,2
0.882817,0.871694,0.822066,0.459279,1
0.510749,0.124632,0.771644,0.114372,1
0.417747,0.212638,0.424666,0.137622,1
0.023505,0.205203,0.848683,0.809861,0
0.534235,0.788136,0.075605,0.487538,1
0.192659,0.816464,0.155268,0.592071,2
0.948313,0.086595,0.095665,0.43586,2
0.558865,0.758397,0.168136,0.475563,0
0.807227,0.221084,0.45654,0.545605,1
0.248421,0.838929,0.191172,0.168876,0
0.554885,0.803509,0.502179,0.580688,0
0.161354,0.480721,0.46103,0.850123,1
0.775841,0.455006,0.149288,0.554906,0
0.781738,0.147777,0.461926,0.544733,2
0.583616,0.205573,0.809902,0.186829,1
0.77637,0.905193,0.141844,0.854671,1
0.841507,0.532586,0.832655,0.857391,2
0.829658,0.551989,0.835972,0.493099,0
0.822159,0.47987,0.754763,0.889877,0
0.492691,0.38795,0.180662,0.431041,2
0.851244,0.908381,0.134054,0.371019,1
0.171285,0.795341,0.615384,0.444486,2
0.564898,0.863004,0.206354,0.220088,0
0.152416,0.503157,0.236935,0.763497,1
0.18085,0.144574,0.801417,0.84478,1
0.117481,0.874789,0.164098,0.419268,2
0.224939,0.884865,0.564956,0.807322,2
0.115127,0.121012,0.594262,0.801891,0
0.931258,0.405099,0.22613,0.157298,0
0.288045,0.471047,0.510714,0.392972,1
0.212217,0.408935,0.722209,0.172691,1
0.49106,0.381848,0.213537,0.956901,1
0.455495,0.435211,0.514783,0.432916,2
0.064795,0.199093,0.189007,0.144255,0
0.579566,0.545519,0.510985,0.804309,2
0.824862,0.127354,0.784079,0.193997,2
0.396707,0.090426,0.426057,0.840082,1
0.894643,0.76257,0.509844,0.825581,1
0.798766,0.464253,0.213436,0.078631,0
0.504634,0.180364,0.916747,0.827122,1
0.567738,0.479855,0.192774,0.583178,2
0.134153,0.753488,0.10991,0.798352,2
0.055345,0.554108,0.13119,0.145124,1
0.135725,0.874222,0.872684,0.516229,0
0.511723,0.265895,0.1652,0.104548,1
0.522673,0.561806,0.49426,0.721505,2
0.170076,0.139194,0.176189,0.859646,0
0.159896,0.478174,0.14568,0.273882,1
0.506112,0.457626,0.43531,0.834715,2
0.83658,0.853652,0.380912,0.838035,1
0.76809,0.446043,0.12017,0.879045,0
0.531869,0.200347,0.454376,0.254447,1
0.466412,0.78697,0.215519,0.22034,1
0.789488,0.875101,0.858313,0.098114,1
0.454939,0.518444,0.105097,0.784216,2
0.840461,0.240181,0.826184,0.786281,2
0.559434,0.777301,0.188937,0.132271,0
0.810255,0.361843,0.454488,0.517241,0
0.551327,0.894195,0.187196,0.157338,0
0.83899,0.607414,0.947232,0.203797,0
0.178518,0.883282,0.205325,0.61808,2
0.160241,0.869282,0.114244,0.068627,2
0.840947,0.09398,0.29504,0.828026,1
0.481529,0.7791,0.853176,0.450856,0
0.480206,0.88615,0.203848,0.203079,0
0.73646,0.520619,0.255122,0.401801,0
0.536017,0.776844,0.260415,0.197537,0
0.477083,0.851883,0.827787,0.493032,0
0.216268,0.710789,0.766941,0.441429,2
0.184036,0.623362,0.861993,0.617308,1
0.470616,0.802078,0.814042,0.533845,0
0.171699,0.822033,0.399735,0.861103,2
0.177451,0.544445,0.454435,0.468506,1
0.548701,0.509014,0.10054,0.530851,2
0.24063,0.426603,0.464135,0.460806,1
0.137568,0.148964,0.953962,0.774723,2
0.893176,0.54752,0.508629,0.141797,0
0.522659,0.167707,0.469881,0.134878,1
0.203918,0.885508,0.427208,0.218844,2
0.14295,0.229239,0.136101,0.882585,0
0.518182,0.905763,0.790663,0.89909,0
0.462851,0.746671,0.799091,0.809973,0
0.179646,0.170492,0.544254,0.830278,0
0.872081,0.561992,0.443377,0.612621,0
0.187787,0.478277,0.834708,0.826498,1
0.156502,0.881449,0.835865,0.825622,2
0.512263,0.175276,0.855507,0.458772,0
0.597701,0.908357,0.486352,0.441662,0
0.200459,0.0784,0.505729,0.506099,0
0.837618,0.52649,0.276861,0.829509,0
0.103935,0.212505,0.876333,0.791158,0
0.111527,0.221025,0.535717,0.203361,0
0.544813,0.210493,0.537586,0.113498,0
0.585108,0.552257,0.196564,0.15562,2
0.880586,0.863887,0.604086,0.855418,1
0.16997,0.21055,0.178706,0.954557,0
0.856585,0.850027,0.786241,0.188878,0
0.853062,0.159828,0.502782,0.467691,2
0.570902,0.753569,0.186773,0.263207,0
0.972359,0.6263,0.146611,0.206652,1
0.214108,0.7795,0.827953,0.484202,2
0.525651,0.126865,0.8004,0.489136,1
0.771921,0.426186,0.154969,0.917191,0
0.409609,0.424684,0.802644,0.500914,2
0.55357,0.842814,0.922354,0.772901,0
0.529832,0.503197,0.23915,0.425065,2
0.469091,0.768257,0.499701,0.827301,0
0.780707,0.941023,0.835766,0.865453,1
0.184317,0.232515,0.108478,0.403113,0
0.514283,0.901467,0.445133,0.746068,0
0.921483,0.125726,0.150691,0.397121,2
0.838857,0.20555,0.894584,0.787096,1
0.191233,0.818549,0.184691,0.130091,2
0.201773,0.896851,0.169235,0.462276,2
0.442594,0.798754,0.180791,0.8694,0
0.840293,0.431181,0.848252,0.738108,0
0.160654,0.528936,0.188534,0.535536,2
0.861266,0.531143,0.774711,0.828909,0
0.130608,0.439227,0.50234,0.761664,1
0.108616,0.197958,0.148297,0.30141,0
0.145124,0.445948,0.800607,0.572271,1
0.538834,0.507925,0.541072,0.204191,2
0.829206,0.151264,0.536606,0.861287,2
0.507709,0.756632,0.854966,0.495479,0
0.063452,0.43109,0.392758,0.167814,1
0.782402,0.892499,0.879996,0.16704,1
0.208437,1,0.220125,0.839839,0
0.856246,0.776137,0.192518,0.771427,1
0.781734,0.242705,0.861567,0.105848,0
0.545378,0.176246,0.190199,0.168675,1
0.397678,0.77619,0.116751,0.171883,0
0.501333,0.441239,0.17364,0.534215,1
0.417214,0.195521,0.480021,0.191322,1
0.814817,0.540767,0.420355,0.2621,0
0.180117,0.900731,0.892392,0.176763,2
0.16629,0.129882,0.85428,0.914207,0
0.875462,0.098224,0.599173,0.166057,2
0.539424,0.753531,0.859927,0.715638,0
0.505809,0.253324,0.20042,0.145527,1
0.728976,0.868053,0.861357,0.807366,1
0.420234,0.920579,0.790138,0.399024,0
0.683439,0.506709,0.822524,0.757857,0
0.875391,0.103349,0.549392,0.129131,0
0.431023,0.508901,0.179916,0.819981,2
0.374722,0.067501,0.503613,0.288071,2
0.107381,0.109345,0.12728,0.815713,0
0.215842,0.911455,0.490836,0.85341,2
0.451238,0.584896,0.4075,0.716064,2
0.840533,0.559129,0.496467,0.829566,0
0.155858,0.051546,0.143041,0.50242,0
0.123461,0.754818,0.111099,0.428847,2
0.118954,0.120056,0.55048,0.229994,1
0.963597,0.489827,0.150027,0.879521,0
0.184027,0.509924,0.813181,0.156915,1
0.848296,0.571043,0.159518,0.50803,0
0.798718,0.500428,0.198272,0.211668,0
0.87114,0.074642,0.752784,0.171359,2
0.429362,0.079551,0.870495,0.814589,1
0.055822,0.164996,0.452491,0.481617,0
0.827232,0.820771,0.786033,0.537467,1
0.820915,0.883801,0.540037,0.783931,1
0.837291,0.866341,0.192515,0.137225,1
0.18346,0.468328,0.133616,0.094107,1
0.484052,0.870857,0.800343,0.890312,2
0.780641,0.798973,0.854457,0.916154,1
0.810871,0.981778,0.884589,0.490535,1
0.167752,0.080791,0.442766,0.48061,0
1,0.151451,0.469065,0.746347,2
0.172539,0.863895,0.483679,0.934178,2
0.410985,0.112044,0.512653,0.5241,1
0.476539,0.527815,0.490115,0.446902,2
0.207433,0.528631,0.846778,0.448938,1
0.499988,0.863353,0.877952,0.455956,0
0.570135,0.769781,0.200333,0.534778,0
0.832872,0.53353,0.154554,0.820737,0
0.85316,0.88453,0.747886,0.851145,1
0.236773,0.451338,0.817757,0.146095,1
0.841266,0.184334,0.782686,0.172955,2
0.83922,0.195231,0.902658,0.517977,2
0.794574,0.5937,0.859578,0.185633,0
0.495877,0.989182,0.511436,0.197916,0
0.231414,0.85491,0.12949,0.123557,2
0.058416,0.440657,0.824432,0.448063,1
0.159118,0.476433,0.215391,0.495158,1
0.425235,0.067103,0.093186,0.857734,1
0.815899,0.147387,0.778994,0.558143,2
0.25988,0.064549,0.138335,0.228572,0
0.878702,0.514431,0.489742,0.625587,2
0.329126,0.555299,0.168766,0.463087,1
0.107014,0.428296,0.123396,0.90165,1
0.1929,0.070133,0.875259,0.528489,0
0.186159,0.443411,0.14862,0.464826,1
0.457622,0.091524,0.211041,0.162925,1
0.578886,0.477998,0.573737,0.211503,2
0.528284,0.701954,0.707198,0.743858,2
0.100479,0.898487,0.181839,0.227261,2
0.886727,0.792098,0.477463,0.90087,1
0.436342,0.40638,0.871054,0.147608,2
0.792015,0.135725,0.547789,0.119691,1
0.221476,0.093331,0.837337,0.859531,0
0.489102,0.479797,0.814232,0.463465,2
0.832696,0.902019,0.73395,0.855974,1
0.125162,0.508518,0.548792,0.174577,1
0.937952,0.869523,0.121733,0.206471,1
0.526653,0.851193,0.841525,0.515448,0
0.437296,0.277129,0.764775,0.797061,1
0.203655,0.477655,0.850645,0.762351,1
0.531776,0.195087,0.099699,0.427495,1
0.131385,0.797157,0.849429,0.849758,2
0.807351,0.826793,0.77395,0.160683,1
0.397931,0.251468,0.174176,0.139069,1
0.857364,0.541495,0.203079,0.805983,0
0.123302,0.812439,0.838234,0.847706,2
0.784935,0.537162,0.524108,0.442283,0
0.198346,0.902054,0.53609,0.823883,2
0.202986,0.562147,0.117808,0.826405,1
0.82515,0.168724,0.814518,0.903317,2
0.84436,0.499604,0.511788,0.202202,0
0.54739,0.249811,0.888246,0.533733,2
0.200423,0.427408,0.125518,0.849961,1
0.814055,0.90115,0.121441,0.91726,1
0.465189,0.482184,0.130734,0.241476,2
0.47437,0.832345,0.849433,0.22203,0
0.432131,0.778237,0.718367,0.500605,0
0.518864,0.523481,0.867376,0.877916,2
0.810768,0.877692,0.143942,0.191896,1
0.837487,0.177581,0.914945,0.486127,2
0.210474,0.549652,0.797025,0.480153,1
0.784838,0.672774,0.454328,0.215724,1
0.453569,0.528232,0.494097,0.264605,1
0.598869,0.170562,0.259967,0.190361,1
0.875427,0.107698,0.482869,0.825632,2
0.874169,0.38252,0.786134,0.593717,0
0.213109,0.807052,0.895095,0.125011,1
0.591918,0.514445,0.800997,0.804741,2
0.514213,0.53837,0.600159,0.939433,2
0.497026,0.110085,0.44385,0.591468,1
0.804931,0.496724,0.184256,0.495618,0
0.185604,0.800222,0.531604,0.160853,2
0.211266,0.171047,0.161925,0.533838,0
0.528947,0.760233,0.394164,0.795215,0
0.72747,0.769868,0.457645,0.586004,1
0.301167,0.82052,0.183432,0.751993,2
0.123799,0.185385,0.534299,0.166346,0
0.122631,0.512465,0.769858,0.477677,1
0.183603,0.522267,0.13201,0.11052,1
0.8294,0.470498,0.503007,0.135118,1
0.463917,0.545985,0.769641,0.561784,2
0.035279,0.147245,0.789414,0.856745,0
0.196908,0.566391,0.806682,0.846446,1
0.11145,0.198169,0.116395,0.95745,0
0.526792,0.896307,0.157909,0.637998,0
0.505561,0.549047,0.8741,0.415739,2
0.156727,0.888904,0.282697,0.799694,2
0.816846,0.440268,0.541938,0.459912,0
0.162348,0.114258,0.901325,0.517189,1
0.540889,0.497514,0.087327,0.530584,2
0.014666,0.490315,0.886943,0.880341,0
0.844807,0.170027,0.200485,0.424523,2
0.470154,0.179854,0.115745,0.467652,1
0.397422,0.883016,0.901123,0.221598,0
0.169695,0.423272,0.57856,0.43442,1
0.400842,0.163716,0.316862,0.568745,1
0.815942,0.451409,0.75608,0.494804,0
0.194395,0.217762,0.238564,0.1286,0
0.77137,0.809714,0.47197,0.091098,1
0.476981,0.825825,0.148289,0.200217,0
0.492433,0.477755,0.164735,0.188493,2
0.549347,0.84655,0.809751,0.645569,0
0.161758,0.482527,0.148141,0.819961,0
0.21416,0.224824,0.495937,0.20283,0
0.852966,0.540608,0.808459,0.593109,0
0.244612,0.930062,0.626337,0.12393,2
0.18787,0.807864,0.155542,0.218107,2
0.143165,0.416494,0.133097,0.195823,1
0.096331,0.8625,0.236445,0.15885,2
0.44203,0.435011,0.766696,0.437018,2
0.162575,0.426773,0.806351,0.061534,1
0.480085,0.293374,0.512811,0.617602,1
0.962047,0.855788,0.833728,0.188607,1
0.781453,0.178594,0.268736,0.215853,2
0.393075,0.822455,0.115577,0.444996,0
0.539362,0.836238,0.525481,0.781781,0
0.48896,0.791605,0.494237,0.816622,0
0.873248,0.182006,0.448582,0.78725,2
0.810424,0.510887,0.608402,0.866259,0
0.19922,0.165155,0.745863,0.105326,0
0.533184,0.916547,0.782257,0.252389,0
0.889656,0.875382,0.961783,0.462307,1
0.138845,0.835668,0.406803,0.195955,2
0.814368,0.120365,0.892401,0.574642,2
0.449455,0.85436,0.46848,0.279702,0
0.9138,0.849902,0.197581,0.893825,1
0.807691,0.488166,0.80345,0.839645,0
0.23363,0.849916,0.479944,0.920003,2
0.506152,0.821175,0.455978,0.816598,0
0.888175,0.454926,0.227569,0.811666,0
0.513975,0.168451,0.847588,0.472313,1
0.148116,0.583763,0.841575,0.479891,1
0.149757,0.54905,0.430964,0.187632,1
0.477152,0.113016,0.896987,0.815816,1
0.506792,0.856037,0.504759,0.142962,0
0.723112,0.573334,0.507749,0.862457,2
0.462996,0.297793,0.434694,0.548718,1
0.835382,0.88459,0.457889,0.827048,1
0.511719,0.140771,0.468824,0.619482,1
0.131366,0.796611,0.759844,0.888662,2
0.558876,0.814614,0.862132,0.913417,0
0.472488,0.832694,0.111532,0.498005,0
0.772783,0.852787,0.230229,0.783255,1
0.817974,0.869367,0.836678,0.470225,2
0.830799,0.178862,0.566794,0.796682,2
0.151861,0.193634,0.40216,0.127487,0
0.460335,0.517076,0.135442,0.534974,2
0.606207,0.512068,0.833174,0.434091,2
0.869329,0.480695,0.75784,0.824868,0
0.530304,0.554714,0.483297,0.498068,2
0.828485,0.212959,0.470384,0.110657,2
0.549058,0.255947,0.520334,0.143517,0
0.779209,0.202063,0.203561,0.167839,2
0.520021,0.515843,0.165446,0.712899,2
0.857353,0.39601,0.435584,0.794564,0
0.361065,0.153464,0.119478,0.519831,1
0.372994,0.47981,0.274965,0.9333,2
0.506008,0.806074,0.175772,0.219737,0
0.777017,0.503943,0.54154,0.748991,0
0.856301,0.846391,0.238707,0.204318,2
0.926624,0.820662,0.841323,0.827059,1
0.078628,0.906708,0.442736,0.469428,2
0.802333,0.752608,0.263326,0.16212,1
0.477069,0.543678,0.293645,0.848011,2
0.748552,0,0.143158,0.80747,2
0.242092,0.072424,0.82359,0.255703,0
0.513496,0.835755,0.202082,0.846769,0
0.19869,0.947961,0.115706,0.563483,2
0.465738,0.720719,0.180509,0.155065,0
0.132307,0.81777,0.127906,0.17868,2
0.163573,0.764676,0.795785,0.165925,2
0.786897,0.8151,0.544798,0.560708,1
0.440276,0.244296,0.235547,0.850396,1
0.919517,0.4868,0.49169,0.798372,0
0.793284,0.861546,0.156914,0.123803,1
0.099266,0.87575,0.867244,0.825961,2
0.209362,0.81076,0.783177,0.037386,2
0.443604,0.043069,0.132904,0.916479,1
0.859649,0.503192,0.856103,0.823256,2
0.869306,0.86629,0.47226,0.819287,1
0.479392,0.882467,0.165578,0.169576,0
0.168371,0.600133,0.790397,0.793256,1
0.57694,0.484397,0.46977,0.817786,2
0.438016,0.721394,0.488772,0.525856,0
0.425205,0.438545,0.853978,0.486157,2
0.889564,0.437368,0.064152,0.806684,0
0.96975,0.516821,0.509253,0.109736,0
0.514983,0.814357,0.155133,0.552214,0
0.906301,0.160306,0.145472,0.048193,2
0.730366,0.717265,0.862889,0.793608,1
0.509224,0.503946,0.115366,0.103609,0
0.202802,0.570273,0.171522,0.518687,1
0.192477,0.20517,0.36029,0.49064,0
0.821334,0.260349,0.876626,0.437738,2
0.401992,0.571124,0.424629,0.861206,1
0.904243,0.180135,0.881025,0.178256,1
0.548732,0.311195,0.473311,0.429145,1
0.489109,0.193527,0.206821,0.820915,1
0.783243,0.111378,0.189328,0.479605,2
0.271993,0.835398,0.889994,0.760989,2
0.703413,0.295362,0.070104,0.524948,2
0.485638,0.877491,0.362538,0.170788,0
0.86599,0.467712,0.138037,0.763945,0
0.056359,0.927077,0.484823,0.820797,2
0.120536,0.874633,0.14252,0.585395,2
0.739255,0.112678,0.848434,0.832001,2
0.86533,0.480387,0.474255,0.490733,0
0.119593,0.475499,0.467916,0.486608,1
0.77868,0.44425,0.592531,0.118269,0
0.705627,0.490708,0.423607,0.796911,0
