@relation 'Disjunct attributes: if (A1 == 1 v A2 == 1 v A3 == 1) R = 1; else R = 0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA2 and A3-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A3-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 or A3-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A3-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 equ A3-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A2-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 equ A3-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 xor A3-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A2-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 xor A3-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 impl A3-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A2-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 impl A3-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 and A2 and A3-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 or A2 or A3-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C23-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L0_x_0,0_x_1,1_x_0,1_x_1-C24-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L0_x_0,0_x_1,1_x_0,1_x_1-C25-W1.0'

@attribute A1 {0,1}
@attribute A2 {0,1}
@attribute A3 {0,1}
@attribute A4 {0,1}
@attribute A5 numeric
@attribute 'A2 and A3' {0,1}
@attribute 'A1 and A2' {0,1}
@attribute 'A1 and A3' {0,1}
@attribute 'A2 or A3' {0,1}
@attribute 'A1 or A2' {0,1}
@attribute 'A1 or A3' {0,1}
@attribute 'A2 equ A3' {0,1}
@attribute 'A1 equ A2' {0,1}
@attribute 'A1 equ A3' {0,1}
@attribute 'A2 xor A3' {0,1}
@attribute 'A1 xor A2' {0,1}
@attribute 'A1 xor A3' {0,1}
@attribute 'A2 impl A3' {0,1}
@attribute 'A1 impl A2' {0,1}
@attribute 'A1 impl A3' {0,1}
@attribute 'A1 and A2 and A3' {0,1}
@attribute 'A1 or A2 or A3' {0,1}
@attribute A2_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A2 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute A1_x_A3 {0_x_0,0_x_1,1_x_0,1_x_1}
@attribute class numeric

@data
0,1,0,0,7.35718,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,0,90.066279,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,1,0,20.88206,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,0,0,14.91634,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,1,1,89.652878,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,1,1,52.912878,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,41.570407,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,0,22.730208,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,85.990208,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,0,0,73.944756,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,1,57.970163,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,49.656003,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,39.876942,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,0,0,1.573532,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,1,59.577985,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,1,59.668595,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,0,4.662984,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,1,1,68.615867,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,1,92.745925,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,0,76.771334,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,0,1,1.693196,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,1,21.196391,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,0,9.848662,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,8.220225,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,1,1,1,33.899583,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,0,0,1,99.396506,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,0,1,84.906183,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,49.769994,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,78.608965,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,1,42.175835,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,1,0,75.347663,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,1,62.401382,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,1,20.405834,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,0,1,6.826442,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,0,70.779322,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,1,1,77.960079,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,1,1,7.845562,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,1,3.856652,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,0,0,15.615019,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,0,81.111942,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,0,1,23.258161,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,0,52.896542,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,0,41.801173,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,0,0,24.277283,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,0,85.973873,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,0,80.772422,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,0,45.883333,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,0,21.659193,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,90.189684,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,34.698725,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,0,0,20.575043,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,1,86.071965,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,0,0,39.476674,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,0,40.204283,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,0,90.889486,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,85.688033,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,1,0,66.600733,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,1,67.575443,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,1,69.500236,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,0,0,94.793583,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,1,38.119965,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,0,1,22.006464,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,1,0,58.097995,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,1,0,34.120955,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,0,84.564089,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,0,1,11.559754,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,0,75.126625,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,0,55.984813,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,1,0,21.095725,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,1,1,13.167576,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,0,96.806973,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,1,32.640886,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,0,0,66.623887,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,0,67.351496,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,1,0,48.511296,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,0,1,43.309845,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,0,0,45.195483,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,0,22.814648,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,1,17.613197,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,0,5.884715,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,0,56.955927,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,58.435357,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,0,1,93.636157,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,1,52.956917,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,1,0,53.931628,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,1,1,34.844328,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,0,29.642875,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,0,1,0,54.564739,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,0,1,73.815574,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,0,0,75.233301,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,0,1,62.67303,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,1,1,83.388767,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,1,0,14.20455,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,1,1,53.205681,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,0,0,0,22.216264,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,65.547905,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,1,67.027334,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,0,5.642457,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,1,1,61.548896,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,0,1,67.267244,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,0,49.748611,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,1,88.418245,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,0,1,89.165223,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,1,19.050708,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,0,0,14.814697,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,1,1,94.761955,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,1,1,92.317086,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,1,0,15.779305,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,1,0,66.464508,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,1,1,1,6.084226,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,0,1,0,51.078615,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,1,1,9.23829,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,0,70.409962,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,0,1,95.703309,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,0,14.330301,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,1,68.128213,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,0,0,54.004531,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,1,0,44.067191,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,1,0,13.913991,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,1,0,6.510761,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,0,0,70.463641,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,1,0,57.517361,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,1,1,22.38117,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,0,0,64.101812,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,0,0,57.331693,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,0,1,72.257278,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,51.853254,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,1,1,66.392829,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,1,0,60.00872,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,1,1,3.70617,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,0,1,79.48203,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,1,1,44.592941,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,0,1,30.48863,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,1,1,0.31606,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,1,1,0,21.278899,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,0,0,1,63.81113,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,0,1,18.015249,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,0,1,83.512172,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,1,0,1,69.02185,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,0,1,53.70057,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,45.77242,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,0,0,0,16.777249,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,0,1,1,49.582852,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,0,0,0,50.557563,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,0,1,86.005464,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,0,0,55.605162,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,0,20.716074,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,1,4.476673,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,0,1,1,99.02812,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,1,1,49.713323,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,15.210245,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,0,1,1,34.32743,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,59.635305,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,1,9.667194,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,0,0,0,3.808004,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,1,0,61.584723,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
1,1,0,0,0.140493,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,1,0,1,30.709172,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,0,0,94.662053,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,1,6.42042,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,1,0,1,38.430745,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,0,1,0,97.751507,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,1,0,0,23.430864,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
1,0,1,0,15.116702,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,0,1,91.139664,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
0,1,1,1,49.827313,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,0,1,1,87.205266,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
0,1,0,0,44.595976,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1_x_0,0_x_1,0_x_0,1
1,1,1,1,62.916513,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,0,21.851265,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,0,0,1,8.400264,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
0,1,1,1,98.215824,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,1,1,25.738486,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
0,0,0,0,90.621666,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
1,1,1,1,1.449733,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,0,60.770495,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,1,1,67.307623,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
0,1,1,0,4.052465,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
0,0,0,1,30.929007,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0_x_0,0_x_0,0_x_0,0
0,1,1,0,24.544896,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1_x_1,0_x_1,0_x_1,1
1,1,1,1,49.838244,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1_x_1,1_x_1,1_x_1,1
1,0,0,1,76.076416,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0_x_0,1_x_0,1_x_0,1
1,1,0,1,64.981046,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1_x_0,1_x_1,1_x_0,1
0,0,1,1,59.532494,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0_x_1,0_x_0,0_x_1,1
1,0,1,1,93.003585,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0_x_1,1_x_0,1_x_1,1
