@relation 'Linear function with redundant attributes: 2*A1 - 2*A2 = R; A2 == A3, A4 == A5-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A2==(0.499958-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) and A3==(0.499958-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A3==(0.499958-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A2==(0.499958-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) or A3==(0.499958-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A3==(0.499958-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) equ A2==(0.499958-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) equ A3==(0.499958-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) equ A3==(0.499958-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) xor A2==(0.499958-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) xor A3==(0.499958-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) xor A3==(0.499958-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) impl A2==(0.499958-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.499958-inf) impl A3==(0.499958-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) impl A3==(0.499958-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) and A2==(0.499958-inf) and A3==(0.499958-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.500055-inf) or A2==(0.499958-inf) or A3==(0.499958-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C20-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C21-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Remove-R36-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\',\'(-inf-0.500055]\'_x_\'(0.499958-inf)\',\'(0.500055-inf)\'_x_\'(-inf-0.499958]\',\'(0.500055-inf)\'_x_\'(0.499958-inf)\'-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\',\'(-inf-0.499958]\'_x_\'(0.499958-inf)\',\'(0.499958-inf)\'_x_\'(-inf-0.499958]\',\'(0.499958-inf)\'_x_\'(0.499958-inf)\'-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\',\'(-inf-0.500055]\'_x_\'(0.499958-inf)\',\'(0.500055-inf)\'_x_\'(-inf-0.499958]\',\'(0.500055-inf)\'_x_\'(0.499958-inf)\'-C39-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute F1L1 {0,1}
@attribute F2L1 {0,1}
@attribute F3L1 {0,1}
@attribute F4L1 {0,1}
@attribute F5L1 {0,1}
@attribute F6L1 {0,1}
@attribute F7L1 {0,1}
@attribute F8L1 {0,1}
@attribute F9L1 {0,1}
@attribute F10L1 {0,1}
@attribute F11L1 {0,1}
@attribute F12L1 {0,1}
@attribute F13L1 {0,1}
@attribute F14L1 {0,1}
@attribute F15L1 numeric
@attribute F16L1 numeric
@attribute F17L1 numeric
@attribute F18L1 numeric
@attribute F19L1 numeric
@attribute F20L1 numeric
@attribute F21L1 numeric
@attribute F22L1 numeric
@attribute F23L1 numeric
@attribute F24L1 numeric
@attribute F25L1 numeric
@attribute F26L1 numeric
@attribute F27L1 numeric
@attribute F28L1 numeric
@attribute F29L1 numeric
@attribute F30L1 {0,1}
@attribute F31L1 {0,1}
@attribute F32L1 {'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\''}
@attribute F33L1 {'\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(-inf-0.499958]\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\''}
@attribute F34L1 {'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\''}
@attribute class numeric

@data
0.606017,0.392492,0.392492,0.321125,0.321125,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.998509,0.784984,0.998509,0.213525,0,0.213525,1.544024,0.647658,1,1,1.544024,0.647658,0.237857,0.15405,0.237857,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.427049
0.617118,0.296257,0.296257,0.377806,0.377806,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.913375,0.592514,0.913375,0.320861,0,0.320861,2.08305,0.480065,1,1,2.08305,0.480065,0.182826,0.087768,0.182826,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.641723
0.460044,0.44982,0.44982,0.403096,0.403096,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.909864,0.89964,0.909864,0.010224,0,0.010224,1.022729,0.977776,1,1,1.022729,0.977776,0.206937,0.202338,0.206937,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.020449
0.408936,0.040195,0.040195,0.01721,0.01721,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.449131,0.08039,0.449131,0.368741,0,0.368741,10.173803,0.098292,1,1,10.173803,0.098292,0.016437,0.001616,0.016437,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.737482
0.498423,0.235417,0.235417,0.830126,0.830126,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.73384,0.470834,0.73384,0.263006,0,0.263006,2.117192,0.472324,1,1,2.117192,0.472324,0.117337,0.055421,0.117337,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.526011
0.737235,0.358419,0.358419,0.661034,0.661034,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1.095654,0.716838,1.095654,0.378816,0,0.378816,2.056908,0.486167,1,1,2.056908,0.486167,0.264239,0.128464,0.264239,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.757632
0.461385,0.357495,0.357495,0.635779,0.635779,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.81888,0.71499,0.81888,0.10389,0,0.10389,1.290605,0.77483,1,1,1.290605,0.77483,0.164943,0.127803,0.164943,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.20778
0.002354,0.928377,0.928377,0.827057,0.827057,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.930731,1.856754,0.930731,-0.926023,0,-0.926023,0.002536,394.382753,1,1,0.002536,394.382753,0.002185,0.861884,0.002185,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.852047
0.673802,0.267361,0.267361,0.664,0.664,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.941163,0.534722,0.941163,0.406441,0,0.406441,2.520196,0.396795,1,1,2.520196,0.396795,0.180148,0.071482,0.180148,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.812882
0.715949,0.056058,0.056058,0.148103,0.148103,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.772007,0.112116,0.772007,0.659891,0,0.659891,12.771576,0.078299,1,1,12.771576,0.078299,0.040135,0.003142,0.040135,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.319782
0.366158,0.349248,0.349248,0.362639,0.362639,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.715406,0.698496,0.715406,0.01691,0,0.01691,1.048418,0.953818,1,1,1.048418,0.953818,0.12788,0.121974,0.12788,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.033821
0.11418,0.858706,0.858706,0.781738,0.781738,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.972886,1.717412,0.972886,-0.744526,0,-0.744526,0.132968,7.520634,1,1,0.132968,7.520634,0.098047,0.737376,0.098047,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-1.489051
0.64701,0.814542,0.814542,0.127061,0.127061,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.461552,1.629084,1.461552,-0.167532,0,-0.167532,0.794324,1.258933,1,1,0.794324,1.258933,0.527017,0.663479,0.527017,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.335064
0.589119,0.385788,0.385788,0.278276,0.278276,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.974907,0.771576,0.974907,0.203331,0,0.203331,1.527054,0.654856,1,1,1.527054,0.654856,0.227275,0.148832,0.227275,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.406662
0.806566,0.148778,0.148778,0.222012,0.222012,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.955344,0.297556,0.955344,0.657788,0,0.657788,5.421272,0.184459,1,1,5.421272,0.184459,0.119999,0.022135,0.119999,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.315578
0.819377,0.981716,0.981716,0.12354,0.12354,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.801093,1.963432,1.801093,-0.162339,0,-0.162339,0.834638,1.198125,1,1,0.834638,1.198125,0.804396,0.963766,0.804396,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.324679
0.433702,0.91307,0.91307,0.167904,0.167904,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.346772,1.82614,1.346772,-0.479368,0,-0.479368,0.474993,2.105293,1,1,0.474993,2.105293,0.396,0.833697,0.396,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.958736
0.50405,0.851593,0.851593,0.299973,0.299973,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.355643,1.703186,1.355643,-0.347543,0,-0.347543,0.591891,1.689501,1,1,0.591891,1.689501,0.429245,0.725211,0.429245,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.695087
0.293236,0.788426,0.788426,0.827263,0.827263,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1.081662,1.576852,1.081662,-0.49519,0,-0.49519,0.371926,2.688708,1,1,0.371926,2.688708,0.231195,0.621616,0.231195,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.99038
0.654896,0.133487,0.133487,0.268217,0.268217,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.788383,0.266974,0.788383,0.521409,0,0.521409,4.906066,0.203829,1,1,4.906066,0.203829,0.08742,0.017819,0.08742,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.042818
0.256595,0.442989,0.442989,0.730044,0.730044,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.699584,0.885978,0.699584,-0.186394,0,-0.186394,0.579236,1.726413,1,1,0.579236,1.726413,0.113669,0.196239,0.113669,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.37279
0.082595,0.573893,0.573893,0.54356,0.54356,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.656488,1.147786,0.656488,-0.491298,0,-0.491298,0.143921,6.948278,1,1,0.143921,6.948278,0.047401,0.329353,0.047401,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.982595
0.854649,0.623066,0.623066,0.097988,0.097988,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.477715,1.246132,1.477715,0.231583,0,0.231583,1.371683,0.729031,1,1,1.371683,0.729031,0.532503,0.388211,0.532503,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.463166
0.079806,0.491968,0.491968,0.13793,0.13793,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.571774,0.983936,0.571774,-0.412162,0,-0.412162,0.162218,6.164549,1,1,0.162218,6.164549,0.039262,0.242033,0.039262,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.824324
0.352779,0.546337,0.546337,0.686262,0.686262,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.899116,1.092674,0.899116,-0.193558,0,-0.193558,0.645717,1.548666,1,1,0.645717,1.548666,0.192736,0.298484,0.192736,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.387117
0.115172,0.275575,0.275575,0.2469,0.2469,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.390747,0.55115,0.390747,-0.160403,0,-0.160403,0.417933,2.392726,1,1,0.417933,2.392726,0.031739,0.075942,0.031739,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.320807
0.088971,0.390642,0.390642,0.776661,0.776661,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.479613,0.781284,0.479613,-0.301671,0,-0.301671,0.227756,4.390667,1,1,0.227756,4.390667,0.034756,0.152601,0.034756,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.603344
0.320467,0.429198,0.429198,0.699116,0.699116,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.749665,0.858396,0.749665,-0.108731,0,-0.108731,0.746665,1.339289,1,1,0.746665,1.339289,0.137544,0.184211,0.137544,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.217461
0.198386,0.307869,0.307869,0.204941,0.204941,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.506255,0.615738,0.506255,-0.109483,0,-0.109483,0.644384,1.551869,1,1,0.644384,1.551869,0.061077,0.094783,0.061077,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.218967
0.592674,0.769426,0.769426,0.447254,0.447254,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.3621,1.538852,1.3621,-0.176752,0,-0.176752,0.770281,1.298228,1,1,0.770281,1.298228,0.456019,0.592016,0.456019,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.353504
0.63258,0.786806,0.786806,0.16314,0.16314,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.419386,1.573612,1.419386,-0.154226,0,-0.154226,0.803985,1.243805,1,1,0.803985,1.243805,0.497718,0.619064,0.497718,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.308451
0.61217,0.895268,0.895268,0.188133,0.188133,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.507438,1.790536,1.507438,-0.283098,0,-0.283098,0.683784,1.46245,1,1,0.683784,1.46245,0.548056,0.801505,0.548056,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.566195
0.506971,0.381231,0.381231,0.116436,0.116436,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.888202,0.762462,0.888202,0.12574,0,0.12574,1.329826,0.751978,1,1,1.329826,0.751978,0.193273,0.145337,0.193273,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.251481
0.068625,0.533272,0.533272,0.555647,0.555647,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.601897,1.066544,0.601897,-0.464647,0,-0.464647,0.128687,7.770812,1,1,0.128687,7.770812,0.036596,0.284379,0.036596,1,1,'\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(-inf-0.500055]\'_x_\'(0.499958-inf)\'',-0.929294
0.542775,0.303304,0.303304,0.647234,0.647234,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.846079,0.606608,0.846079,0.239471,0,0.239471,1.789541,0.558802,1,1,1.789541,0.558802,0.164626,0.091993,0.164626,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.478941
0.91207,0.834901,0.834901,0.063132,0.063132,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.746971,1.669802,1.746971,0.077169,0,0.077169,1.092429,0.915391,1,1,1.092429,0.915391,0.761488,0.69706,0.761488,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.154337
0.554253,0.353694,0.353694,0.47346,0.47346,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.907947,0.707388,0.907947,0.200559,0,0.200559,1.567041,0.638145,1,1,1.567041,0.638145,0.196036,0.125099,0.196036,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',0.401118
0.735514,0.577358,0.577358,0.488604,0.488604,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.312872,1.154716,1.312872,0.158156,0,0.158156,1.273931,0.784972,1,1,1.273931,0.784972,0.424655,0.333342,0.424655,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.316312
0.241521,0.26827,0.26827,0.573684,0.573684,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.509791,0.53654,0.509791,-0.026749,0,-0.026749,0.900291,1.110752,1,1,0.900291,1.110752,0.064793,0.071969,0.064793,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.053499
0.128015,0.458838,0.458838,0.932582,0.932582,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.586853,0.917676,0.586853,-0.330823,0,-0.330823,0.278998,3.584252,1,1,0.278998,3.584252,0.058738,0.210532,0.058738,1,1,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',-0.661646
0.734387,0.159179,0.159179,0.03173,0.03173,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.893566,0.318358,0.893566,0.575208,0,0.575208,4.613592,0.216751,1,1,4.613592,0.216751,0.116899,0.025338,0.116899,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.150417
0.397101,0.082847,0.082847,0.647218,0.647218,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.479948,0.165694,0.479948,0.314254,0,0.314254,4.793185,0.20863,1,1,4.793185,0.20863,0.032899,0.006864,0.032899,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.628509
0.472805,0.121275,0.121275,0.334235,0.334235,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0.59408,0.24255,0.59408,0.35153,0,0.35153,3.898619,0.256501,1,1,3.898619,0.256501,0.057339,0.014708,0.057339,0,0,'\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(-inf-0.500055]\'_x_\'(-inf-0.499958]\'',0.703061
0.78384,0.669729,0.669729,0.578986,0.578986,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.453569,1.339458,1.453569,0.114111,0,0.114111,1.170384,0.854421,1,1,1.170384,0.854421,0.52496,0.448537,0.52496,0,0,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',0.228222
0.761752,0.772138,0.772138,0.815559,0.815559,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.53389,1.544276,1.53389,-0.010386,0,-0.010386,0.986549,1.013634,1,1,0.986549,1.013634,0.588178,0.596197,0.588178,1,1,'\'(0.500055-inf)\'_x_\'(0.499958-inf)\'','\'(0.499958-inf)\'_x_\'(0.499958-inf)\'','\'(0.500055-inf)\'_x_\'(0.499958-inf)\'',-0.020772
0.722596,0.221038,0.221038,0.604759,0.604759,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0.943634,0.442076,0.943634,0.501558,0,0.501558,3.269103,0.305894,1,1,3.269103,0.305894,0.159721,0.048858,0.159721,0,0,'\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'','\'(-inf-0.499958]\'_x_\'(-inf-0.499958]\'','\'(0.500055-inf)\'_x_\'(-inf-0.499958]\'',1.003115
