@relation 'Non Linear function: 2*A1^2 - 3*A2^2 - A3 = R-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A2==(0.500065-inf)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) and A3==(0.499977-inf)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A3==(0.499977-inf)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A2==(0.500065-inf)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) or A3==(0.499977-inf)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A3==(0.499977-inf)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) equ A2==(0.500065-inf)-L0,1-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) equ A3==(0.499977-inf)-L0,1-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) equ A3==(0.499977-inf)-L0,1-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) xor A2==(0.500065-inf)-L0,1-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) xor A3==(0.499977-inf)-L0,1-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) xor A3==(0.499977-inf)-L0,1-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) impl A2==(0.500065-inf)-L0,1-C18-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2==(0.500065-inf) impl A3==(0.499977-inf)-L0,1-C19-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) impl A3==(0.499977-inf)-L0,1-C20-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) and A2==(0.500065-inf) and A3==(0.499977-inf)-L0,1-C21-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1==(0.5-inf) or A2==(0.500065-inf) or A3==(0.499977-inf)-L0,1-C22-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A2-C23-W1.0-weka.filters.unsupervised.attribute.Add-NA2 ADD A3-C24-W1.0-weka.filters.unsupervised.attribute.Add-NA1 ADD A3-C25-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A2-C26-W1.0-weka.filters.unsupervised.attribute.Add-NA2 SUBTRACT A3-C27-W1.0-weka.filters.unsupervised.attribute.Add-NA1 SUBTRACT A3-C28-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A2-C29-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NA2 DIVIDE A3-C31-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A2-C32-W1.0-weka.filters.unsupervised.attribute.Add-NA1 DIVIDE A3-C33-W1.0-weka.filters.unsupervised.attribute.Add-NA3 DIVIDE A1-C34-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A2-C35-W1.0-weka.filters.unsupervised.attribute.Add-NA2 MULTIPLY A3-C36-W1.0-weka.filters.unsupervised.attribute.Add-NA1 MULTIPLY A3-C37-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A2-L0,1-C38-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2 LESSTHAN A3-L0,1-C39-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 LESSTHAN A3-L0,1-C40-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A2-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA2 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1 DIFF A3-L0,1-C41-W1.0-weka.filters.unsupervised.attribute.Remove-R41-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A2-L\'(-inf-0.5]\'_x_\'(-inf-0.500065]\',\'(-inf-0.5]\'_x_\'(0.500065-inf)\',\'(0.5-inf)\'_x_\'(-inf-0.500065]\',\'(0.5-inf)\'_x_\'(0.500065-inf)\'-C41-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA2_x_A3-L\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\',\'(-inf-0.500065]\'_x_\'(0.499977-inf)\',\'(0.500065-inf)\'_x_\'(-inf-0.499977]\',\'(0.500065-inf)\'_x_\'(0.499977-inf)\'-C42-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NA1_x_A3-L\'(-inf-0.5]\'_x_\'(-inf-0.499977]\',\'(-inf-0.5]\'_x_\'(0.499977-inf)\',\'(0.5-inf)\'_x_\'(-inf-0.499977]\',\'(0.5-inf)\'_x_\'(0.499977-inf)\'-C43-W1.0'

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute 'A1==(0.5-inf) and A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) equ A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) equ A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) equ A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) xor A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) xor A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) xor A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) impl A2==(0.500065-inf)' {0,1}
@attribute 'A2==(0.500065-inf) impl A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) impl A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) and A2==(0.500065-inf) and A3==(0.499977-inf)' {0,1}
@attribute 'A1==(0.5-inf) or A2==(0.500065-inf) or A3==(0.499977-inf)' {0,1}
@attribute 'A1 ADD A2' numeric
@attribute 'A2 ADD A3' numeric
@attribute 'A1 ADD A3' numeric
@attribute 'A1 SUBTRACT A2' numeric
@attribute 'A2 SUBTRACT A3' numeric
@attribute 'A1 SUBTRACT A3' numeric
@attribute 'A1 DIVIDE A2' numeric
@attribute 'A2 DIVIDE A1' numeric
@attribute 'A2 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A2' numeric
@attribute 'A1 DIVIDE A3' numeric
@attribute 'A3 DIVIDE A1' numeric
@attribute 'A1 MULTIPLY A2' numeric
@attribute 'A2 MULTIPLY A3' numeric
@attribute 'A1 MULTIPLY A3' numeric
@attribute 'A1 LESSTHAN A2' {0,1}
@attribute 'A2 LESSTHAN A3' {0,1}
@attribute 'A1 LESSTHAN A3' {0,1}
@attribute A1_x_A2 {'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(0.5-inf)\'_x_\'(0.500065-inf)\''}
@attribute A2_x_A3 {'\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\''}
@attribute A1_x_A3 {'\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\''}
@attribute class numeric

@data
0.213714,0.034247,0.496868,0.407111,0.375289,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.247961,0.531115,0.710582,0.179467,-0.462621,-0.283154,6.240371,0.160247,0.068926,14.508366,0.430122,2.32492,0.007319,0.017016,0.106188,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.409039
0.193763,0.635089,0.265458,0.596497,0.501028,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.828852,0.900547,0.459221,-0.441326,0.369631,-0.071695,0.305096,3.277659,2.392427,0.417986,0.72992,1.370014,0.123057,0.168589,0.051436,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.400383
0.256976,0.646248,0.697515,0.386336,0.088768,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0.903224,1.343763,0.954491,-0.389272,-0.051267,-0.440539,0.397643,2.514819,0.926501,1.07933,0.368416,2.71432,0.16607,0.450768,0.179245,1,1,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.81835
0.352492,0.979809,0.149621,0.677255,0.546277,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.332301,1.12943,0.502113,-0.627317,0.830188,0.202871,0.359756,2.779663,6.548606,0.152704,2.355899,0.424466,0.345375,0.1466,0.05274,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-2.781194
0.997627,0.194562,0.963033,0.648379,0.71207,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.192189,1.157595,1.96066,0.803065,-0.768471,0.034594,5.127553,0.195025,0.20203,4.949749,1.035922,0.965324,0.1941,0.18737,0.960748,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.913924
0.789576,0.007446,0.83533,0.872952,0.934579,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.797022,0.842776,1.624906,0.78213,-0.827884,-0.045754,106.04029,0.00943,0.008914,112.185066,0.945226,1.057948,0.005879,0.00622,0.659557,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.411364
0.609587,0.529733,0.388763,0.491521,0.855373,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.13932,0.918496,0.99835,0.079854,0.14097,0.220824,1.150744,0.869003,1.362612,0.733885,1.568017,0.637748,0.322918,0.205941,0.236985,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.487421
0.874323,0.391297,0.597013,0.477634,0.556269,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.26562,0.98831,1.471336,0.483026,-0.205716,0.27731,2.234423,0.447543,0.655425,1.525729,1.464496,0.682829,0.34212,0.233609,0.521982,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.472529
0.679047,0.51702,0.274316,0.505418,0.232294,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.196067,0.791336,0.953363,0.162027,0.242704,0.404731,1.313386,0.761391,1.884761,0.530571,2.475419,0.403972,0.351081,0.141827,0.186273,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.154035
0.526379,0.731312,0.928678,0.532803,0.100065,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.257691,1.65999,1.455057,-0.204933,-0.197366,-0.402299,0.719774,1.389326,0.787476,1.269879,0.566805,1.764276,0.384947,0.679153,0.488837,1,1,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.978981
0.427103,0.862456,0.492377,0.688442,0.758298,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1.289559,1.354833,0.91948,-0.435353,0.370079,-0.065274,0.495217,2.019316,1.751617,0.570901,0.867431,1.15283,0.368358,0.424653,0.210296,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-2.359032
0.926035,0.897023,0.615341,0.018332,0.241019,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.823058,1.512364,1.541376,0.029012,0.281682,0.310694,1.032343,0.968671,1.457766,0.685981,1.504914,0.66449,0.830675,0.551975,0.569827,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.31421
0.407301,0.185684,0.885996,0.545431,0.320438,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.592985,1.07168,1.293297,0.221617,-0.700312,-0.478695,2.193517,0.455889,0.209577,4.771526,0.45971,2.175286,0.075629,0.164515,0.360867,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.657644
0.91843,0.936127,0.375789,0.496111,0.931029,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.854557,1.311916,1.294219,-0.017697,0.560338,0.542641,0.981096,1.019269,2.491097,0.40143,2.444004,0.409165,0.859767,0.351786,0.345136,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-1.317763
0.871715,0.816463,0.075302,0.893106,0.794833,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.688178,0.891765,0.947017,0.055252,0.741161,0.796413,1.067672,0.936617,10.842514,0.09223,11.576253,0.086384,0.711723,0.061481,0.065642,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.555364
0.722834,0.880464,0.640001,0.98323,0.513249,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.603298,1.520465,1.362835,-0.15763,0.240463,0.082833,0.820969,1.218072,1.375723,0.726891,1.129426,0.885405,0.636429,0.563498,0.462614,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.920671
0.675227,0.490877,0.320057,0.594514,0.783208,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.166104,0.810934,0.995284,0.18435,0.17082,0.35517,1.375552,0.726981,1.533717,0.652011,2.109709,0.473999,0.331453,0.157109,0.216111,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.131076
0.551441,0.736154,0.23662,0.917988,0.797942,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.287595,0.972774,0.788061,-0.184713,0.499534,0.314821,0.749084,1.334964,3.111123,0.321427,2.330492,0.429094,0.405945,0.174189,0.130482,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-1.254216
0.767459,0.244629,0.460136,0.536976,0.604508,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.012088,0.704765,1.227595,0.52283,-0.215507,0.307323,3.137236,0.318752,0.531645,1.880954,1.667896,0.599558,0.187743,0.112563,0.353136,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.538319
0.089146,0.832192,0.914689,0.816709,0.251483,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0.921338,1.746881,1.003835,-0.743046,-0.082497,-0.825543,0.107122,9.335158,0.909809,1.099132,0.09746,10.260573,0.074187,0.761197,0.081541,1,1,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-2.976427
0.0688,0.509362,0.270905,0.415656,0.156728,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.578162,0.780267,0.339705,-0.440562,0.238457,-0.202105,0.135071,7.403517,1.880224,0.531852,0.253964,3.937573,0.035044,0.137989,0.018638,1,0,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-1.039787
0.682933,0.632001,0.796523,0.228316,0.289883,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.314934,1.428524,1.479456,0.050932,-0.164522,-0.11359,1.080588,0.925422,0.79345,1.260319,0.857393,1.166327,0.431614,0.503403,0.543972,0,1,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.062005
0.232752,0.331901,0.231895,0.546009,0.030544,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.564653,0.563796,0.464647,-0.099149,0.100006,0.000857,0.701269,1.425986,1.431256,0.698687,1.003696,0.996318,0.077251,0.076966,0.053974,1,0,0,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.454023
0.686191,0.27405,0.344943,0.830877,0.014021,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.960241,0.618993,1.031134,0.412141,-0.070893,0.341248,2.50389,0.399379,0.794479,1.258686,1.989288,0.502692,0.188051,0.094532,0.236697,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.371462
0.431117,0.076908,0.950426,0.214671,0.46109,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.508025,1.027334,1.381543,0.354209,-0.873518,-0.519309,5.60562,0.178392,0.08092,12.35796,0.453604,2.204566,0.033156,0.073095,0.409745,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.596446
0.052023,0.016987,0.971475,0.512163,0.959591,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.06901,0.988462,1.023498,0.035036,-0.954488,-0.919452,3.062518,0.326529,0.017486,57.189321,0.053551,18.673952,0.000884,0.016502,0.050539,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.966928
0.659263,0.215166,0.620426,0.405147,0.42636,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0.874429,0.835592,1.279689,0.444097,-0.40526,0.038837,3.063974,0.326374,0.346804,2.883476,1.062597,0.94109,0.141851,0.133495,0.409024,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.10994
0.776081,0.516752,0.458646,0.395041,0.897367,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.292833,0.975398,1.234727,0.259329,0.058106,0.317435,1.501844,0.665848,1.12669,0.887555,1.692113,0.590977,0.401041,0.237006,0.355946,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.055142
0.021725,0.320022,0.572182,0.969831,0.097479,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.341747,0.892204,0.593907,-0.298297,-0.25216,-0.550457,0.067886,14.730587,0.559301,1.787946,0.037969,26.337491,0.006952,0.183111,0.012431,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.878479
0.66245,0.38055,0.318775,0.446623,0.949003,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1.043,0.699325,0.981225,0.2819,0.061775,0.343675,1.74077,0.574458,1.193789,0.837669,2.078112,0.481206,0.252095,0.12131,0.211172,0,0,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',0.12445
0.227934,0.124139,0.400948,0.034977,0.402823,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0.352073,0.525087,0.628882,0.103795,-0.276809,-0.173014,1.836119,0.544627,0.309614,3.229831,0.568488,1.759053,0.028295,0.049773,0.09139,0,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.343272
0.587534,0.726426,0.666041,0.314235,0.273163,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1.31396,1.392467,1.253575,-0.138892,0.060385,-0.078507,0.808801,1.236398,1.090663,0.916874,0.882129,1.133621,0.4268,0.483829,0.391322,1,0,1,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',-1.558733
0.886022,0.061425,0.398982,0.144418,0.248144,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0.947447,0.460407,1.285004,0.824597,-0.337557,0.48704,14.424453,0.069327,0.153954,6.495433,2.220707,0.450307,0.054424,0.024507,0.353507,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',1.159769
0.63177,0.856542,0.193875,0.706108,0.022801,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.488312,1.050417,0.825645,-0.224772,0.662667,0.437895,0.737582,1.355781,4.418012,0.226346,3.258646,0.306876,0.541138,0.166062,0.122484,1,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-1.596601
0.739901,0.721643,0.182744,0.098891,0.830126,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1.461544,0.904387,0.922645,0.018258,0.538899,0.557157,1.025301,0.975324,3.948929,0.253233,4.048839,0.246984,0.533944,0.131876,0.135212,0,0,0,'\'(0.5-inf)\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(0.5-inf)\'_x_\'(-inf-0.499977]\'',-0.650141
0.255528,0.534364,0.184642,0.15309,0.826149,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0.789892,0.719006,0.44017,-0.278836,0.349722,0.070886,0.478191,2.091215,2.894054,0.345536,1.38391,0.72259,0.136545,0.098666,0.047181,1,0,0,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(-inf-0.499977]\'','\'(-inf-0.5]\'_x_\'(-inf-0.499977]\'',-0.910687
0.439542,0.868004,0.958713,0.811172,0.96075,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1.307546,1.826717,1.398255,-0.428462,-0.090709,-0.519171,0.506382,1.974792,0.905385,1.104503,0.458471,2.181164,0.381524,0.832167,0.421395,1,1,1,'\'(-inf-0.5]\'_x_\'(0.500065-inf)\'','\'(0.500065-inf)\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-2.832614
0.935004,0.476201,0.845018,0.60064,0.554054,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.411205,1.321219,1.780022,0.458803,-0.368817,0.089986,1.963465,0.509304,0.563539,1.774499,1.10649,0.903759,0.44525,0.402398,0.790095,0,1,0,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.223143
0.783217,0.353887,0.839826,0.65689,0.682577,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1.137104,1.193713,1.623043,0.42933,-0.485939,-0.056609,2.213184,0.451838,0.421381,2.373147,0.932594,1.072278,0.27717,0.297204,0.657766,0,1,1,'\'(0.5-inf)\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(0.5-inf)\'_x_\'(0.499977-inf)\'',0.011324
0.120682,0.339307,0.573532,0.566947,0.91037,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.459989,0.912839,0.694214,-0.218625,-0.234225,-0.45285,0.355672,2.811579,0.59161,1.690304,0.210419,4.752424,0.040948,0.194603,0.069215,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-0.889791
0.218192,0.370281,0.870234,0.593562,0.076211,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0.588473,1.240515,1.088426,-0.152089,-0.499953,-0.652042,0.589261,1.697042,0.425496,2.350199,0.250728,3.988386,0.080792,0.322231,0.189878,1,1,1,'\'(-inf-0.5]\'_x_\'(-inf-0.500065]\'','\'(-inf-0.500065]\'_x_\'(0.499977-inf)\'','\'(-inf-0.5]\'_x_\'(0.499977-inf)\'',-1.186342
