@relation 'modGroup-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 equ R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 xor R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl I2-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI2 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 impl R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 and I2 and R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-NI1 or I2 or R1-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.140835) and (I2 >= 0.737664)-L0,1-C5-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.313643) and (I2 >= 0.669821)-L0,1-C6-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)-L0,1-C7-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.304998) and (I1 >= 0.703413)-L0,1-C8-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)-L0,1-C9-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)-L0,1-C10-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-N(I1 <= 0.265298) and (I2 >= 0.669821)-L0,1-C11-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.140835) and (I2 >= 0.737664))-L0,1,2-C12-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.313643) and (I2 >= 0.669821))-L0,1,2-C13-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))-L0,1,2,3,4-C14-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.304998) and (I1 >= 0.703413))-L0,1,2-C15-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))-L0,1,2,3,4-C16-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))-L0,1,2,3,4-C17-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-Nnum-of-N((I1 <= 0.265298) and (I2 >= 0.669821))-L0,1,2-C18-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD I2-C19-W1.0-weka.filters.unsupervised.attribute.Add-NI2 ADD R1-C20-W1.0-weka.filters.unsupervised.attribute.Add-NI1 ADD R1-C21-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT I2-C22-W1.0-weka.filters.unsupervised.attribute.Add-NI2 SUBTRACT R1-C23-W1.0-weka.filters.unsupervised.attribute.Add-NI1 SUBTRACT R1-C24-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE I2-C25-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE I1-C26-W1.0-weka.filters.unsupervised.attribute.Add-NI2 DIVIDE R1-C27-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I2-C28-W1.0-weka.filters.unsupervised.attribute.Add-NI1 DIVIDE R1-C29-W1.0-weka.filters.unsupervised.attribute.Add-NR1 DIVIDE I1-C30-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY I2-C31-W1.0-weka.filters.unsupervised.attribute.Add-NI2 MULTIPLY R1-C32-W1.0-weka.filters.unsupervised.attribute.Add-NI1 MULTIPLY R1-C33-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN I2-L0,1-C34-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI2 LESSTHAN R1-L0,1-C35-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 LESSTHAN R1-L0,1-C36-W1.0-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF I2-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1 DIFF R1-L0,1-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_I2-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI2_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37-weka.filters.unsupervised.attribute.Add-TNOM-NI1_x_R1-L\'All\'_x_\'All\'-C37-W1.0-weka.filters.unsupervised.attribute.Remove-R37'

@attribute I1 numeric
@attribute I2 numeric
@attribute R1 numeric
@attribute R2 numeric
@attribute '(I1 <= 0.140835) and (I2 >= 0.737664)' {0,1}
@attribute '(I1 <= 0.313643) and (I2 >= 0.669821)' {0,1}
@attribute '(I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389)' {0,1}
@attribute '(I2 <= 0.304998) and (I1 >= 0.703413)' {0,1}
@attribute '(I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561)' {0,1}
@attribute '(I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798)' {0,1}
@attribute '(I1 <= 0.265298) and (I2 >= 0.669821)' {0,1}
@attribute 'num-of-N((I1 <= 0.140835) and (I2 >= 0.737664))' {0,1,2}
@attribute 'num-of-N((I1 <= 0.313643) and (I2 >= 0.669821))' {0,1,2}
@attribute 'num-of-N((I1 >= 0.372994) and (I2 <= 0.596417) and (I1 <= 0.640129) and (I2 >= 0.396389))' {0,1,2,3,4}
@attribute 'num-of-N((I2 <= 0.304998) and (I1 >= 0.703413))' {0,1,2}
@attribute 'num-of-N((I2 <= 0.594098) and (I1 >= 0.372994) and (I2 >= 0.38795) and (I1 <= 0.505561))' {0,1,2,3,4}
@attribute 'num-of-N((I1 >= 0.408338) and (I2 <= 0.596417) and (I2 >= 0.403317) and (I1 <= 0.630798))' {0,1,2,3,4}
@attribute 'num-of-N((I1 <= 0.265298) and (I2 >= 0.669821))' {0,1,2}
@attribute 'I1 ADD I2' numeric
@attribute 'I2 ADD R1' numeric
@attribute 'I1 ADD R1' numeric
@attribute 'I1 SUBTRACT I2' numeric
@attribute 'I2 SUBTRACT R1' numeric
@attribute 'I1 SUBTRACT R1' numeric
@attribute 'I1 DIVIDE I2' numeric
@attribute 'I2 DIVIDE I1' numeric
@attribute 'I2 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I2' numeric
@attribute 'I1 DIVIDE R1' numeric
@attribute 'R1 DIVIDE I1' numeric
@attribute 'I1 MULTIPLY I2' numeric
@attribute 'I2 MULTIPLY R1' numeric
@attribute 'I1 MULTIPLY R1' numeric
@attribute 'I1 LESSTHAN I2' {0,1}
@attribute 'I2 LESSTHAN R1' {0,1}
@attribute 'I1 LESSTHAN R1' {0,1}
@attribute class {0,1,2}

@data
0.055822,0.164996,0.452491,0.481617,0,0,0,0,0,0,0,1,1,2,1,2,2,1,0.220818,0.617487,0.508313,-0.109174,-0.287495,-0.396669,0.338323,2.955752,0.364639,2.742436,0.123366,8.105962,0.00921,0.074659,0.025259,1,1,1,0
0.827232,0.820771,0.786033,0.537467,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.648003,1.606804,1.613265,0.006461,0.034738,0.041199,1.007872,0.99219,1.044194,0.957676,1.052414,0.950197,0.678968,0.645153,0.650232,0,0,0,1
0.820915,0.883801,0.540037,0.783931,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.704716,1.423838,1.360952,-0.062886,0.343764,0.280878,0.928846,1.076605,1.636556,0.611039,1.520109,0.657848,0.725525,0.477285,0.443324,1,0,0,1
0.837291,0.866341,0.192515,0.137225,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.703632,1.058856,1.029806,-0.02905,0.673826,0.644776,0.966468,1.034695,4.500122,0.222216,4.349225,0.229926,0.72538,0.166784,0.161191,1,0,0,1
0.18346,0.468328,0.133616,0.094107,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.651788,0.601944,0.317076,-0.284868,0.334712,0.049844,0.391734,2.552753,3.505029,0.285304,1.373039,0.728311,0.085919,0.062576,0.024513,1,0,0,1
0.484052,0.870857,0.800343,0.890312,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.354909,1.6712,1.284395,-0.386805,0.070514,-0.316291,0.555834,1.799098,1.088105,0.919029,0.604806,1.653424,0.42154,0.696984,0.387408,1,0,1,2
0.780641,0.798973,0.854457,0.916154,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.579614,1.65343,1.635098,-0.018332,-0.055484,-0.073816,0.977056,1.023483,0.935065,1.069444,0.913611,1.094558,0.623711,0.682688,0.667024,1,1,1,1
0.810871,0.981778,0.884589,0.490535,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.792649,1.866367,1.69546,-0.170907,0.097189,-0.073718,0.825921,1.21077,1.109869,0.901007,0.916664,1.090912,0.796095,0.86847,0.717288,1,0,1,1
0.167752,0.080791,0.442766,0.48061,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.248543,0.523557,0.610518,0.086961,-0.361975,-0.275014,2.07637,0.48161,0.182469,5.480388,0.378873,2.639408,0.013553,0.035772,0.074275,0,1,1,0
1,0.151451,0.469065,0.746347,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.151451,0.620516,1.469065,0.848549,-0.317614,0.530935,6.602796,0.151451,0.322878,3.09714,2.131901,0.469065,0.151451,0.07104,0.469065,0,1,0,2
0.172539,0.863895,0.483679,0.934178,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.036434,1.347574,0.656218,-0.691356,0.380216,-0.31114,0.199722,5.006955,1.786092,0.559882,0.356722,2.803302,0.149056,0.417848,0.083453,1,0,1,2
0.410985,0.112044,0.512653,0.5241,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.523029,0.624697,0.923638,0.298941,-0.400609,-0.101668,3.668068,0.272623,0.218557,4.575461,0.801683,1.247376,0.046048,0.05744,0.210693,0,1,1,1
0.476539,0.527815,0.490115,0.446902,0,0,1,0,1,1,0,0,0,4,0,4,4,0,1.004354,1.01793,0.966654,-0.051276,0.0377,-0.013576,0.902852,1.107601,1.076921,0.928573,0.9723,1.028489,0.251524,0.25869,0.233559,1,0,1,2
0.207433,0.528631,0.846778,0.448938,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.736064,1.375409,1.054211,-0.321198,-0.318147,-0.639345,0.392397,2.548442,0.624285,1.601832,0.244967,4.082176,0.109656,0.447633,0.17565,1,1,1,1
0.499988,0.863353,0.877952,0.455956,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.363341,1.741305,1.37794,-0.363365,-0.014599,-0.377964,0.579123,1.726747,0.983372,1.01691,0.569494,1.755946,0.431666,0.757982,0.438965,1,1,1,0
0.570135,0.769781,0.200333,0.534778,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.339916,0.970114,0.770468,-0.199646,0.569448,0.369802,0.740646,1.350173,3.842507,0.260247,2.845937,0.351378,0.438879,0.154213,0.114217,1,0,0,0
0.832872,0.53353,0.154554,0.820737,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.366402,0.688084,0.987426,0.299342,0.378976,0.678318,1.561059,0.640591,3.452062,0.289682,5.388874,0.185568,0.444362,0.082459,0.128724,0,0,0,0
0.85316,0.88453,0.747886,0.851145,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.73769,1.632416,1.601046,-0.03137,0.136644,0.105274,0.964535,1.036769,1.182707,0.845518,1.140762,0.876607,0.754646,0.661528,0.638066,1,0,0,1
0.236773,0.451338,0.817757,0.146095,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.688111,1.269095,1.05453,-0.214565,-0.366419,-0.580984,0.524602,1.906206,0.551922,1.811851,0.28954,3.45376,0.106865,0.369085,0.193623,1,1,1,1
0.841266,0.184334,0.782686,0.172955,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.0256,0.96702,1.623952,0.656932,-0.598352,0.05858,4.563814,0.219115,0.235515,4.246021,1.074845,0.930367,0.155074,0.144276,0.658447,0,1,0,2
0.83922,0.195231,0.902658,0.517977,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.034451,1.097889,1.741878,0.643989,-0.707427,-0.063438,4.2986,0.232634,0.216285,4.623538,0.929721,1.075592,0.163842,0.176227,0.757529,0,1,1,2
0.794574,0.5937,0.859578,0.185633,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.388274,1.453278,1.654152,0.200874,-0.265878,-0.065004,1.338343,0.747193,0.690688,1.447832,0.924377,1.08181,0.471739,0.510331,0.682998,0,1,1,0
0.495877,0.989182,0.511436,0.197916,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.485059,1.500618,1.007313,-0.493305,0.477746,-0.015559,0.5013,1.994813,1.934127,0.517029,0.969578,1.031377,0.490513,0.505903,0.253609,1,0,1,0
0.231414,0.85491,0.12949,0.123557,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.086324,0.9844,0.360904,-0.623496,0.72542,0.101924,0.270688,3.694288,6.602131,0.151466,1.787119,0.55956,0.197838,0.110702,0.029966,1,0,0,2
0.058416,0.440657,0.824432,0.448063,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.499073,1.265089,0.882848,-0.382241,-0.383775,-0.766016,0.132566,7.54343,0.534498,1.870915,0.070856,14.11312,0.025741,0.363292,0.04816,1,1,1,1
0.159118,0.476433,0.215391,0.495158,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.635551,0.691824,0.374509,-0.317315,0.261042,-0.056273,0.333978,2.994212,2.211945,0.452091,0.73874,1.353656,0.075809,0.102619,0.034273,1,0,1,1
0.425235,0.067103,0.093186,0.857734,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.492338,0.160289,0.518421,0.358132,-0.026083,0.332049,6.337049,0.157802,0.720097,1.388701,4.563293,0.21914,0.028535,0.006253,0.039626,0,1,0,1
0.815899,0.147387,0.778994,0.558143,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.963286,0.926381,1.594893,0.668512,-0.631607,0.036905,5.53576,0.180644,0.189202,5.285364,1.047375,0.954768,0.120253,0.114814,0.63558,0,1,0,2
0.25988,0.064549,0.138335,0.228572,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.324429,0.202884,0.398215,0.195331,-0.073786,0.121545,4.026089,0.24838,0.466614,2.143101,1.878628,0.532303,0.016775,0.008929,0.03595,0,1,0,0
0.878702,0.514431,0.489742,0.625587,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.393133,1.004173,1.368444,0.364271,0.024689,0.38896,1.708105,0.585444,1.050412,0.952007,1.794214,0.557347,0.452032,0.251938,0.430337,0,0,0,2
0.329126,0.555299,0.168766,0.463087,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0.884425,0.724065,0.497892,-0.226173,0.386533,0.16036,0.592701,1.687193,3.290349,0.303919,1.950191,0.51277,0.182763,0.093716,0.055545,1,0,0,1
0.107014,0.428296,0.123396,0.90165,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.53531,0.551692,0.23041,-0.321282,0.3049,-0.016382,0.24986,4.002243,3.470907,0.288109,0.86724,1.153083,0.045834,0.05285,0.013205,1,0,1,1
0.1929,0.070133,0.875259,0.528489,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.263033,0.945392,1.068159,0.122767,-0.805126,-0.682359,2.750488,0.363572,0.080128,12.479988,0.220392,4.537372,0.013529,0.061385,0.168837,0,1,1,0
0.186159,0.443411,0.14862,0.464826,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.62957,0.592031,0.334779,-0.257252,0.294791,0.037539,0.419834,2.381894,2.983522,0.335174,1.252584,0.79835,0.082545,0.0659,0.027667,1,0,0,1
0.457622,0.091524,0.211041,0.162925,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.549146,0.302565,0.668663,0.366098,-0.119517,0.246581,5.000022,0.199999,0.433679,2.305854,2.168403,0.461169,0.041883,0.019315,0.096577,0,1,0,1
0.578886,0.477998,0.573737,0.211503,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.056884,1.051735,1.152623,0.100888,-0.095739,0.005149,1.211064,0.82572,0.833131,1.200292,1.008974,0.991105,0.276706,0.274245,0.332128,0,1,0,2
0.528284,0.701954,0.707198,0.743858,0,0,0,0,0,0,0,0,1,3,0,2,3,1,1.230238,1.409152,1.235482,-0.17367,-0.005244,-0.178914,0.752591,1.328744,0.992585,1.007471,0.74701,1.33867,0.370831,0.49642,0.373601,1,1,1,2
0.100479,0.898487,0.181839,0.227261,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.998966,1.080326,0.282318,-0.798008,0.716648,-0.08136,0.111831,8.942038,4.941113,0.202384,0.552571,1.809721,0.090279,0.16338,0.018271,1,0,1,2
0.886727,0.792098,0.477463,0.90087,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.678825,1.269561,1.36419,0.094629,0.314635,0.409264,1.119466,0.893283,1.658973,0.602783,1.857164,0.538455,0.702375,0.378197,0.423379,0,0,0,1
0.436342,0.40638,0.871054,0.147608,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.842722,1.277434,1.307396,0.029962,-0.464674,-0.434712,1.073729,0.931334,0.466538,2.143447,0.500936,1.996264,0.177321,0.353979,0.380077,0,1,1,2
0.792015,0.135725,0.547789,0.119691,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.92774,0.683514,1.339804,0.65629,-0.412064,0.244226,5.835439,0.171367,0.247769,4.036021,1.44584,0.69164,0.107496,0.074349,0.433857,0,1,0,1
0.221476,0.093331,0.837337,0.859531,0,0,0,0,0,0,0,0,1,2,1,2,2,1,0.314807,0.930668,1.058813,0.128145,-0.744006,-0.615861,2.373016,0.421405,0.111462,8.971692,0.2645,3.780712,0.020671,0.078149,0.18545,0,1,1,0
0.489102,0.479797,0.814232,0.463465,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.968899,1.294029,1.303334,0.009305,-0.334435,-0.32513,1.019394,0.980975,0.589263,1.697034,0.600691,1.664749,0.23467,0.390666,0.398242,0,1,1,2
0.832696,0.902019,0.73395,0.855974,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.734715,1.635969,1.566646,-0.069323,0.168069,0.098746,0.923147,1.083251,1.228992,0.813675,1.134541,0.881414,0.751108,0.662037,0.611157,1,0,0,1
0.125162,0.508518,0.548792,0.174577,0,0,0,0,0,0,0,1,1,3,0,3,3,1,0.63368,1.05731,0.673954,-0.383356,-0.040274,-0.42363,0.246131,4.062879,0.926613,1.079199,0.228068,4.384653,0.063647,0.279071,0.068688,1,1,1,1
0.937952,0.869523,0.121733,0.206471,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.807475,0.991256,1.059685,0.068429,0.74779,0.816219,1.078697,0.927044,7.14287,0.14,7.704994,0.129786,0.815571,0.10585,0.11418,0,0,0,1
0.526653,0.851193,0.841525,0.515448,0,0,0,0,0,0,0,1,1,3,0,2,3,1,1.377846,1.692718,1.368178,-0.32454,0.009668,-0.314872,0.618723,1.616231,1.011489,0.988642,0.625832,1.597874,0.448283,0.7163,0.443192,1,0,1,0
0.437296,0.277129,0.764775,0.797061,0,0,0,0,0,0,0,0,0,3,1,3,3,0,0.714425,1.041904,1.202071,0.160167,-0.487646,-0.327479,1.577951,0.633733,0.362367,2.759635,0.571797,1.748873,0.121187,0.211941,0.334433,0,1,1,1
0.203655,0.477655,0.850645,0.762351,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.68131,1.3283,1.0543,-0.274,-0.37299,-0.64699,0.426364,2.345413,0.561521,1.780877,0.239412,4.176892,0.097277,0.406315,0.173238,1,1,1,1
0.531776,0.195087,0.099699,0.427495,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.726863,0.294786,0.631475,0.336689,0.095388,0.432077,2.72584,0.366859,1.95676,0.511049,5.333815,0.187483,0.103743,0.01945,0.053018,0,0,0,1
0.131385,0.797157,0.849429,0.849758,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.928542,1.646586,0.980814,-0.665772,-0.052272,-0.718044,0.164817,6.067336,0.938462,1.065573,0.154674,6.46519,0.104734,0.677128,0.111602,1,1,1,2
0.807351,0.826793,0.77395,0.160683,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.634144,1.600743,1.581301,-0.019442,0.052843,0.033401,0.976485,1.024081,1.068277,0.936087,1.043157,0.958629,0.667512,0.639896,0.624849,1,0,0,1
0.397931,0.251468,0.174176,0.139069,0,0,0,0,0,0,0,0,0,3,1,3,2,0,0.649399,0.425644,0.572107,0.146463,0.077292,0.223755,1.582432,0.631939,1.443758,0.692637,2.284649,0.437704,0.100067,0.0438,0.06931,0,0,0,1
0.857364,0.541495,0.203079,0.805983,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.398859,0.744574,1.060443,0.315869,0.338416,0.654285,1.583328,0.631581,2.666425,0.375034,4.221825,0.236864,0.464258,0.109966,0.174113,0,0,0,0
0.123302,0.812439,0.838234,0.847706,1,1,0,0,0,0,1,2,2,2,0,2,2,2,0.935741,1.650673,0.961536,-0.689137,-0.025795,-0.714932,0.151768,6.589017,0.969227,1.03175,0.147097,6.798219,0.100175,0.681014,0.103356,1,1,1,2
0.784935,0.537162,0.524108,0.442283,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.322097,1.06127,1.309043,0.247773,0.013054,0.260827,1.461263,0.684339,1.024907,0.975698,1.497659,0.667709,0.421637,0.281531,0.411391,0,0,0,0
0.198346,0.902054,0.53609,0.823883,0,1,0,0,0,0,1,1,2,2,0,2,2,2,1.1004,1.438144,0.734436,-0.703708,0.365964,-0.337744,0.219883,4.547881,1.682654,0.594299,0.369986,2.702802,0.178919,0.483582,0.106331,1,0,1,2
0.202986,0.562147,0.117808,0.826405,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.765133,0.679955,0.320794,-0.359161,0.444339,0.085178,0.361091,2.769388,4.771722,0.209568,1.723024,0.580375,0.114108,0.066225,0.023913,1,0,0,1
0.82515,0.168724,0.814518,0.903317,0,0,0,1,0,0,0,0,0,2,2,2,2,0,0.993874,0.983242,1.639668,0.656426,-0.645794,0.010632,4.890531,0.204477,0.207146,4.827517,1.013053,0.987115,0.139223,0.137429,0.6721,0,1,0,2
0.84436,0.499604,0.511788,0.202202,0,0,0,0,0,0,0,0,0,3,1,3,3,0,1.343964,1.011392,1.356148,0.344756,-0.012184,0.332572,1.690059,0.591695,0.976193,1.024387,1.649824,0.606125,0.421846,0.255691,0.432133,0,1,0,0
0.54739,0.249811,0.888246,0.533733,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0.797201,1.138057,1.435636,0.297579,-0.638435,-0.340856,2.191217,0.456367,0.281241,3.555672,0.616259,1.622693,0.136744,0.221894,0.486217,0,1,1,2
0.200423,0.427408,0.125518,0.849961,0,0,0,0,0,0,0,0,1,3,0,3,3,1,0.627831,0.552926,0.325941,-0.226985,0.30189,0.074905,0.468927,2.13253,3.405153,0.293673,1.596767,0.626265,0.085662,0.053647,0.025157,1,0,0,1
0.814055,0.90115,0.121441,0.91726,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.715205,1.022591,0.935496,-0.087095,0.779709,0.692614,0.903351,1.106989,7.420476,0.134762,6.703296,0.14918,0.733586,0.109437,0.09886,1,0,0,1
0.465189,0.482184,0.130734,0.241476,0,0,1,0,1,1,0,0,0,4,0,4,4,0,0.947373,0.612918,0.595923,-0.016995,0.35145,0.334455,0.964754,1.036534,3.688283,0.271129,3.558286,0.281034,0.224307,0.063038,0.060816,1,0,0,2
0.47437,0.832345,0.849433,0.22203,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.306715,1.681778,1.323803,-0.357975,-0.017088,-0.375063,0.56992,1.754632,0.979883,1.02053,0.558455,1.790655,0.394839,0.707021,0.402946,1,1,1,0
0.432131,0.778237,0.718367,0.500605,0,0,0,0,0,0,0,1,1,3,0,3,3,1,1.210368,1.496604,1.150498,-0.346106,0.05987,-0.286236,0.555269,1.800928,1.083342,0.92307,0.601546,1.662382,0.3363,0.55906,0.310429,1,0,1,0
0.518864,0.523481,0.867376,0.877916,0,0,1,0,0,1,0,0,0,4,0,3,4,0,1.042345,1.390857,1.38624,-0.004617,-0.343895,-0.348512,0.99118,1.008898,0.603523,1.656939,0.5982,1.671683,0.271615,0.454055,0.45005,1,1,1,2
0.810768,0.877692,0.143942,0.191896,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1.68846,1.021634,0.95471,-0.066924,0.73375,0.666826,0.92375,1.082544,6.097539,0.164001,5.632602,0.177538,0.711605,0.126337,0.116704,1,0,0,1
0.837487,0.177581,0.914945,0.486127,0,0,0,1,0,0,0,0,0,2,2,2,2,0,1.015068,1.092526,1.752432,0.659906,-0.737364,-0.077458,4.716084,0.21204,0.194089,5.152269,0.915341,1.092489,0.148722,0.162477,0.766255,0,1,1,2
